;set_id;ver_id;qry_text;qry_base;qry_type;qry_expansion;qry_rank
133314;2195;0;adele rolling in the deep hq;ARTIST_TITLE;UNIV;hq;10
133364;2195;0;rolling in the deep hq;TITLE;UNIV;hq;10
133414;2195;0;adele rolling in the deep concert;ARTIST_TITLE;INDIV;concert;11
133464;2195;0;rolling in the deep sped up;TITLE;INDIV;sped up;11
133514;2195;0;adele rolling in the deep text;ARTIST_TITLE;UNIV;text;11
133564;2195;0;rolling in the deep text;TITLE;UNIV;text;11
133614;2195;0;adele rolling in the deep acapella;ARTIST_TITLE;INDIV;acapella;12
133664;2195;0;rolling in the deep piano;TITLE;INDIV;piano;12
133714;2195;0;adele rolling in the deep remastered;ARTIST_TITLE;UNIV;remastered;12
133764;2195;0;rolling in the deep remastered;TITLE;UNIV;remastered;12
133814;2195;0;adele rolling in the deep chords;ARTIST_TITLE;UNIV;chords;13
133864;2195;0;rolling in the deep chords;TITLE;UNIV;chords;13
133914;2195;0;adele rolling in the deep full album;ARTIST_TITLE;UNIV;full album;14
133964;2195;0;rolling in the deep full album;TITLE;UNIV;full album;14
134014;2215;0;simon and garfunkel cecilia;ARTIST_TITLE;BASE;;0
134064;2215;0;cecilia;TITLE;BASE;;0
134114;2215;0;simon and garfunkel cecilia lyrics;ARTIST_TITLE;INDIV;lyrics;0
134164;2215;0;cecilia simon and garfunkel;TITLE;INDIV;simon and garfunkel;0
134214;2215;0;simon and garfunkel cecilia lyrics;ARTIST_TITLE;UNIV;lyrics;0
134264;2215;0;cecilia lyrics;TITLE;UNIV;lyrics;0
134314;2215;0;simon and garfunkel cecilia live;ARTIST_TITLE;INDIV;live;1
134364;2215;0;cecilia blomdahl;TITLE;INDIV;blomdahl;1
134414;2215;0;simon and garfunkel cecilia live;ARTIST_TITLE;UNIV;live;1
134464;2215;0;cecilia live;TITLE;UNIV;live;1
134514;2215;0;simon and garfunkel cecilia reaction;ARTIST_TITLE;INDIV;reaction;2
134564;2215;0;cecilia and the satellite;TITLE;INDIV;and the satellite;2
134614;2215;0;simon and garfunkel cecilia cover;ARTIST_TITLE;UNIV;cover;2
134664;2215;0;cecilia cover;TITLE;UNIV;cover;2
134714;2215;0;simon and garfunkel cecilia cover;ARTIST_TITLE;INDIV;cover;3
134764;2215;0;cecilia garden genshin impact;TITLE;INDIV;garden genshin impact;3
134814;2215;0;simon and garfunkel cecilia karaoke;ARTIST_TITLE;UNIV;karaoke;3
134864;2215;0;cecilia karaoke;TITLE;UNIV;karaoke;3
134914;2215;0;simon and garfunkel cecilia karaoke;ARTIST_TITLE;INDIV;karaoke;4
134964;2215;0;cecilia you're breaking my heart;TITLE;INDIV;you're breaking my heart;4
135014;2215;0;simon and garfunkel cecilia reaction;ARTIST_TITLE;UNIV;reaction;4
135064;2215;0;cecilia reaction;TITLE;UNIV;reaction;4
135114;2215;0;simon and garfunkel cecilia central park;ARTIST_TITLE;INDIV;central park;5
135164;2215;0;cecilia bartoli;TITLE;INDIV;bartoli;5
135214;2215;0;simon and garfunkel cecilia remix;ARTIST_TITLE;UNIV;remix;5
135264;2215;0;cecilia remix;TITLE;UNIV;remix;5
135314;2215;0;simon and garfunkel cecilia remix;ARTIST_TITLE;INDIV;remix;6
135364;2215;0;cecilia marfo worship;TITLE;INDIV;marfo worship;6
135414;2215;0;simon and garfunkel cecilia piano;ARTIST_TITLE;UNIV;piano;6
135464;2215;0;cecilia piano;TITLE;UNIV;piano;6
135514;2215;0;simon and garfunkel cecilia hq;ARTIST_TITLE;INDIV;hq;7
135564;2215;0;cecilia the vamps;TITLE;INDIV;the vamps;7
135614;2215;0;simon and garfunkel cecilia instrumental;ARTIST_TITLE;UNIV;instrumental;7
135664;2215;0;cecilia instrumental;TITLE;UNIV;instrumental;7
135714;2215;0;simon and garfunkel cecilia remastered;ARTIST_TITLE;INDIV;remastered;8
135764;2215;0;cecilia genshin impact;TITLE;INDIV;genshin impact;8
135814;2215;0;simon and garfunkel cecilia guitar;ARTIST_TITLE;UNIV;guitar;8
135864;2215;0;cecilia guitar;TITLE;UNIV;guitar;8
135913;2215;0;simon and garfunkel cecilia guitar lesson;ARTIST_TITLE;INDIV;guitar lesson;9
135963;2215;0;cecilia galliano;TITLE;INDIV;galliano;9
136013;2215;0;simon and garfunkel cecilia guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
136063;2215;0;cecilia guitar lesson;TITLE;UNIV;guitar lesson;9
136113;2215;0;simon and garfunkel cecilia live 1970;ARTIST_TITLE;INDIV;live 1970;10
136163;2215;0;cecilia marfo;TITLE;INDIV;marfo;10
136213;2215;0;simon and garfunkel cecilia hq;ARTIST_TITLE;UNIV;hq;10
136263;2215;0;cecilia hq;TITLE;UNIV;hq;10
136313;2215;0;simon and garfunkel cecilia youtube;ARTIST_TITLE;INDIV;youtube;11
136363;2215;0;cecilia song;TITLE;INDIV;song;11
136413;2215;0;simon and garfunkel cecilia text;ARTIST_TITLE;UNIV;text;11
136463;2215;0;cecilia text;TITLE;UNIV;text;11
136513;2215;0;simon and garfunkel cecilia meaning;ARTIST_TITLE;INDIV;meaning;12
136563;2215;0;cecilia cheung;TITLE;INDIV;cheung;12
136613;2215;0;simon and garfunkel cecilia remastered;ARTIST_TITLE;UNIV;remastered;12
136663;2215;0;cecilia remastered;TITLE;UNIV;remastered;12
136713;2215;0;simon and garfunkel cecilia chords;ARTIST_TITLE;UNIV;chords;13
136763;2215;0;cecilia chords;TITLE;UNIV;chords;13
136813;2215;0;simon and garfunkel cecilia full album;ARTIST_TITLE;UNIV;full album;14
136863;2215;0;cecilia full album;TITLE;UNIV;full album;14
136913;2273;0;the doors riders on the storm;ARTIST_TITLE;BASE;;0
136963;2273;0;riders on the storm;TITLE;BASE;;0
137012;2273;0;the doors riders on the storm live;ARTIST_TITLE;INDIV;live;0
137062;2273;0;riders on the storm snoop dogg;TITLE;INDIV;snoop dogg;0
137112;2273;0;the doors riders on the storm lyrics;ARTIST_TITLE;UNIV;lyrics;0
137162;2273;0;riders on the storm lyrics;TITLE;UNIV;lyrics;0
137212;2273;0;the doors riders on the storm lyrics;ARTIST_TITLE;INDIV;lyrics;1
137262;2273;0;riders on the storm the doors;TITLE;INDIV;the doors;1
137312;2273;0;the doors riders on the storm live;ARTIST_TITLE;UNIV;live;1
137362;2273;0;riders on the storm live;TITLE;UNIV;live;1
137412;2273;0;the doors riders on the storm snoop dogg;ARTIST_TITLE;INDIV;snoop dogg;2
137462;2273;0;riders on the storm remix;TITLE;INDIV;remix;2
137512;2273;0;the doors riders on the storm cover;ARTIST_TITLE;UNIV;cover;2
137562;2273;0;riders on the storm cover;TITLE;UNIV;cover;2
137612;2273;0;the doors riders on the storm reaction;ARTIST_TITLE;INDIV;reaction;3
137662;2273;0;riders on the storm lyrics;TITLE;INDIV;lyrics;3
137712;2273;0;the doors riders on the storm karaoke;ARTIST_TITLE;UNIV;karaoke;3
137762;2273;0;riders on the storm karaoke;TITLE;UNIV;karaoke;3
137812;2273;0;the doors riders on the storm remix;ARTIST_TITLE;INDIV;remix;4
137862;2273;0;riders on the storm piano;TITLE;INDIV;piano;4
137912;2273;0;the doors riders on the storm reaction;ARTIST_TITLE;UNIV;reaction;4
137962;2273;0;riders on the storm reaction;TITLE;UNIV;reaction;4
138012;2273;0;the doors riders on the storm karaoke;ARTIST_TITLE;INDIV;karaoke;5
138062;2273;0;riders on the storm live;TITLE;INDIV;live;5
138112;2273;0;the doors riders on the storm remix;ARTIST_TITLE;UNIV;remix;5
138162;2273;0;riders on the storm remix;TITLE;UNIV;remix;5
138212;2273;0;the doors riders on the storm piano;ARTIST_TITLE;INDIV;piano;6
138262;2273;0;riders on the storm need for speed;TITLE;INDIV;need for speed;6
138312;2273;0;the doors riders on the storm piano;ARTIST_TITLE;UNIV;piano;6
138362;2273;0;riders on the storm piano;TITLE;UNIV;piano;6
138412;2273;0;the doors riders on the storm hq;ARTIST_TITLE;INDIV;hq;7
138462;2273;0;riders on the storm karaoke;TITLE;INDIV;karaoke;7
138512;2273;0;the doors riders on the storm instrumental;ARTIST_TITLE;UNIV;instrumental;7
138562;2273;0;riders on the storm instrumental;TITLE;UNIV;instrumental;7
138571;2273;0;the doors riders on the storm instrumental;ARTIST_TITLE;INDIV;instrumental;8
138621;2273;0;riders on the storm instrumental;TITLE;INDIV;instrumental;8
138630;2273;0;the doors riders on the storm guitar;ARTIST_TITLE;UNIV;guitar;8
138680;2273;0;riders on the storm guitar;TITLE;UNIV;guitar;8
138730;2273;0;the doors riders on the storm guitar lesson;ARTIST_TITLE;INDIV;guitar lesson;9
138780;2273;0;riders on the storm reaction;TITLE;INDIV;reaction;9
138830;2273;0;the doors riders on the storm guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
138880;2273;0;riders on the storm guitar lesson;TITLE;UNIV;guitar lesson;9
138930;2273;0;the doors riders on the storm remastered;ARTIST_TITLE;INDIV;remastered;10
138980;2273;0;riders on the storm guitar lesson;TITLE;INDIV;guitar lesson;10
139030;2273;0;the doors riders on the storm hq;ARTIST_TITLE;UNIV;hq;10
139080;2273;0;riders on the storm hq;TITLE;UNIV;hq;10
139130;2273;0;the doors riders on the storm video;ARTIST_TITLE;INDIV;video;11
139180;2273;0;riders on the storm riders onthe storm bass;TITLE;INDIV;riders onthe storm bass;11
139230;2273;0;the doors riders on the storm text;ARTIST_TITLE;UNIV;text;11
139280;2273;0;riders on the storm text;TITLE;UNIV;text;11
139330;2273;0;the doors riders on the storm cover;ARTIST_TITLE;INDIV;cover;12
139380;2273;0;riders on the storm piano tutorial;TITLE;INDIV;piano tutorial;12
139430;2273;0;the doors riders on the storm remastered;ARTIST_TITLE;UNIV;remastered;12
139480;2273;0;riders on the storm remastered;TITLE;UNIV;remastered;12
139530;2273;0;the doors riders on the storm chords;ARTIST_TITLE;UNIV;chords;13
139580;2273;0;riders on the storm chords;TITLE;UNIV;chords;13
139630;2273;0;the doors riders on the storm full album;ARTIST_TITLE;UNIV;full album;14
139680;2273;0;riders on the storm full album;TITLE;UNIV;full album;14
139730;2286;0;madonna like a virgin;ARTIST_TITLE;BASE;;0
139780;2286;0;like a virgin;TITLE;BASE;;0
139830;2286;0;madonna like a virgin live;ARTIST_TITLE;INDIV;live;0
139880;2286;0;like a virgin like a virgin;TITLE;INDIV;like a virgin;0
139930;2286;0;madonna like a virgin lyrics;ARTIST_TITLE;UNIV;lyrics;0
139980;2286;0;like a virgin lyrics;TITLE;UNIV;lyrics;0
140030;2286;0;madonna like a virgin lyrics;ARTIST_TITLE;INDIV;lyrics;1
140080;2286;0;like a virgin like a virgin again chris brown lyrics;TITLE;INDIV;again chris brown lyrics;1
140130;2286;0;madonna like a virgin live;ARTIST_TITLE;UNIV;live;1
140180;2286;0;like a virgin live;TITLE;UNIV;live;1
140230;2286;0;madonna like a virgin album;ARTIST_TITLE;INDIV;album;2
140280;2286;0;like a virgin like a virgin karaoke;TITLE;INDIV;karaoke;2
140330;2286;0;madonna like a virgin cover;ARTIST_TITLE;UNIV;cover;2
140380;2286;0;like a virgin cover;TITLE;UNIV;cover;2
140430;2286;0;madonna like a virgin mtv awards 1984;ARTIST_TITLE;INDIV;mtv awards 1984;3
140480;2286;0;like a virgin like a virgin again chris brown;TITLE;INDIV;again chris brown;3
140524;2286;0;madonna like a virgin karaoke;ARTIST_TITLE;UNIV;karaoke;3
140574;2286;0;like a virgin karaoke;TITLE;UNIV;karaoke;3
140624;2286;0;madonna like a virgin karaoke;ARTIST_TITLE;INDIV;karaoke;4
140674;2286;0;like a virgin like a virgin lyrics;TITLE;INDIV;lyrics;4
140724;2286;0;madonna like a virgin reaction;ARTIST_TITLE;UNIV;reaction;4
140774;2286;0;like a virgin reaction;TITLE;UNIV;reaction;4
140824;2286;0;madonna like a virgin tour;ARTIST_TITLE;INDIV;tour;5
140874;2286;0;like a virgin like a virgin glee;TITLE;INDIV;glee;5
140924;2286;0;madonna like a virgin remix;ARTIST_TITLE;UNIV;remix;5
140974;2286;0;like a virgin remix;TITLE;UNIV;remix;5
141024;2286;0;madonna like a virgin remix;ARTIST_TITLE;INDIV;remix;6
141074;2286;0;like a virgin like a virgin cover;TITLE;INDIV;cover;6
141124;2286;0;madonna like a virgin piano;ARTIST_TITLE;UNIV;piano;6
141174;2286;0;like a virgin piano;TITLE;UNIV;piano;6
141224;2286;0;madonna like a virgin blond ambition;ARTIST_TITLE;INDIV;blond ambition;7
141274;2286;0;like a virgin like a virgin remix;TITLE;INDIV;remix;7
141324;2286;0;madonna like a virgin instrumental;ARTIST_TITLE;UNIV;instrumental;7
141374;2286;0;like a virgin instrumental;TITLE;UNIV;instrumental;7
141424;2286;0;madonna like a virgin reaction;ARTIST_TITLE;INDIV;reaction;8
141474;2286;0;like a virgin lyrics;TITLE;INDIV;lyrics;8
141524;2286;0;madonna like a virgin guitar;ARTIST_TITLE;UNIV;guitar;8
141574;2286;0;like a virgin guitar;TITLE;UNIV;guitar;8
141624;2286;0;madonna like a virgin video;ARTIST_TITLE;INDIV;video;9
141671;2286;0;like a virgin like a virgin 7 version;TITLE;INDIV;7 version;9
141721;2286;0;madonna like a virgin guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
141771;2286;0;like a virgin guitar lesson;TITLE;UNIV;guitar lesson;9
141821;2286;0;madonna like a virgin confessions tour;ARTIST_TITLE;INDIV;confessions tour;10
141871;2286;0;like a virgin like a virgin american idol;TITLE;INDIV;american idol;10
141921;2286;0;madonna like a virgin hq;ARTIST_TITLE;UNIV;hq;10
141971;2286;0;like a virgin hq;TITLE;UNIV;hq;10
142021;2286;0;madonna like a virgin full album;ARTIST_TITLE;INDIV;full album;11
142071;2286;0;like a virgin like a virgin moulin rouge;TITLE;INDIV;moulin rouge;11
142121;2286;0;madonna like a virgin text;ARTIST_TITLE;UNIV;text;11
142166;2286;0;like a virgin text;TITLE;UNIV;text;11
142216;2286;0;madonna like a virgin instrumental;ARTIST_TITLE;INDIV;instrumental;12
142266;2286;0;like a virgin like a virgin live;TITLE;INDIV;live;12
142316;2286;0;madonna like a virgin remastered;ARTIST_TITLE;UNIV;remastered;12
142366;2286;0;like a virgin remastered;TITLE;UNIV;remastered;12
142416;2286;0;madonna like a virgin chords;ARTIST_TITLE;UNIV;chords;13
142466;2286;0;like a virgin chords;TITLE;UNIV;chords;13
142516;2286;0;madonna like a virgin full album;ARTIST_TITLE;UNIV;full album;14
142566;2286;0;like a virgin full album;TITLE;UNIV;full album;14
142616;2447;0;pink floyd comfortably numb;ARTIST_TITLE;BASE;;0
142666;2447;0;comfortably numb;TITLE;BASE;;0
142716;2447;0;pink floyd comfortably numb live;ARTIST_TITLE;INDIV;live;0
142766;2447;0;comfortably numb comfortably numb;TITLE;INDIV;comfortably numb;0
142816;2447;0;pink floyd comfortably numb lyrics;ARTIST_TITLE;UNIV;lyrics;0
142866;2447;0;comfortably numb lyrics;TITLE;UNIV;lyrics;0
142916;2447;0;pink floyd comfortably numb lyrics;ARTIST_TITLE;INDIV;lyrics;1
142966;2447;0;comfortably numb comfortably numb solo;TITLE;INDIV;solo;1
143016;2447;0;pink floyd comfortably numb live;ARTIST_TITLE;UNIV;live;1
143066;2447;0;comfortably numb live;TITLE;UNIV;live;1
143116;2447;0;pink floyd comfortably numb reaction;ARTIST_TITLE;INDIV;reaction;2
143166;2447;0;comfortably numb comfortably numb backing track;TITLE;INDIV;backing track;2
143216;2447;0;pink floyd comfortably numb cover;ARTIST_TITLE;UNIV;cover;2
143266;2447;0;comfortably numb cover;TITLE;UNIV;cover;2
143316;2447;0;pink floyd comfortably numb solo;ARTIST_TITLE;INDIV;solo;3
143366;2447;0;comfortably numb comfortably numb live;TITLE;INDIV;live;3
143416;2447;0;pink floyd comfortably numb karaoke;ARTIST_TITLE;UNIV;karaoke;3
143466;2447;0;comfortably numb karaoke;TITLE;UNIV;karaoke;3
143516;2447;0;pink floyd comfortably numb pulse;ARTIST_TITLE;INDIV;pulse;4
143566;2447;0;comfortably numb comfortably numb solo backing track;TITLE;INDIV;solo backing track;4
143616;2447;0;pink floyd comfortably numb reaction;ARTIST_TITLE;UNIV;reaction;4
143666;2447;0;comfortably numb reaction;TITLE;UNIV;reaction;4
143716;2447;0;pink floyd comfortably numb backing track;ARTIST_TITLE;INDIV;backing track;5
143766;2447;0;comfortably numb comfortably numb reaction;TITLE;INDIV;reaction;5
143816;2447;0;pink floyd comfortably numb remix;ARTIST_TITLE;UNIV;remix;5
143866;2447;0;comfortably numb remix;TITLE;UNIV;remix;5
143916;2447;0;pink floyd comfortably numb guitar solo;ARTIST_TITLE;INDIV;guitar solo;6
143966;2447;0;comfortably numb comfortably numb solo lesson;TITLE;INDIV;solo lesson;6
144016;2447;0;pink floyd comfortably numb piano;ARTIST_TITLE;UNIV;piano;6
144066;2447;0;comfortably numb piano;TITLE;UNIV;piano;6
144096;2447;0;pink floyd comfortably numb karaoke;ARTIST_TITLE;INDIV;karaoke;7
144146;2447;0;comfortably numb lyrics;TITLE;INDIV;lyrics;7
144196;2447;0;pink floyd comfortably numb instrumental;ARTIST_TITLE;UNIV;instrumental;7
144246;2447;0;comfortably numb instrumental;TITLE;UNIV;instrumental;7
144296;2447;0;pink floyd comfortably numb cover;ARTIST_TITLE;INDIV;cover;8
144346;2447;0;comfortably numb comfortably numb cover;TITLE;INDIV;cover;8
144396;2447;0;pink floyd comfortably numb guitar;ARTIST_TITLE;UNIV;guitar;8
144397;2447;0;comfortably numb guitar;TITLE;UNIV;guitar;8
144447;2447;0;pink floyd comfortably numb guitar lesson;ARTIST_TITLE;INDIV;guitar lesson;9
144497;2447;0;comfortably numb comfortably numb guitar lesson;TITLE;INDIV;guitar lesson;9
144547;2447;0;pink floyd comfortably numb guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
144597;2447;0;comfortably numb guitar lesson;TITLE;UNIV;guitar lesson;9
144647;2447;0;pink floyd comfortably numb pulse reaction;ARTIST_TITLE;INDIV;pulse reaction;10
144697;2447;0;comfortably numb comfortably numb pulse;TITLE;INDIV;pulse;10
144745;2447;0;pink floyd comfortably numb hq;ARTIST_TITLE;UNIV;hq;10
144795;2447;0;comfortably numb hq;TITLE;UNIV;hq;10
144845;2447;0;pink floyd comfortably numb live reaction;ARTIST_TITLE;INDIV;live reaction;11
144895;2447;0;comfortably numb comfortably numb guitar solo;TITLE;INDIV;guitar solo;11
144945;2447;0;pink floyd comfortably numb text;ARTIST_TITLE;UNIV;text;11
144995;2447;0;comfortably numb text;TITLE;UNIV;text;11
145045;2447;0;pink floyd comfortably numb live 8;ARTIST_TITLE;INDIV;live 8;12
145095;2447;0;comfortably numb comfortably numb karaoke;TITLE;INDIV;karaoke;12
145145;2447;0;pink floyd comfortably numb remastered;ARTIST_TITLE;UNIV;remastered;12
145195;2447;0;comfortably numb remastered;TITLE;UNIV;remastered;12
145245;2447;0;pink floyd comfortably numb chords;ARTIST_TITLE;UNIV;chords;13
145295;2447;0;comfortably numb chords;TITLE;UNIV;chords;13
145345;2447;0;pink floyd comfortably numb full album;ARTIST_TITLE;UNIV;full album;14
145395;2447;0;comfortably numb full album;TITLE;UNIV;full album;14
145445;2487;0;the mighty mighty bosstones enter sandman;ARTIST_TITLE;BASE;;0
145495;2487;0;enter sandman;TITLE;BASE;;0
145545;2487;0;enter sandman metallica;TITLE;INDIV;metallica;0
145595;2487;0;the mighty mighty bosstones enter sandman lyrics;ARTIST_TITLE;UNIV;lyrics;0
145645;2487;0;enter sandman lyrics;TITLE;UNIV;lyrics;0
145695;2487;0;enter sandman live;TITLE;INDIV;live;1
145745;2487;0;the mighty mighty bosstones enter sandman live;ARTIST_TITLE;UNIV;live;1
145795;2487;0;enter sandman live;TITLE;UNIV;live;1
145845;2487;0;enter sandman guitar lesson;TITLE;INDIV;guitar lesson;2
145895;2487;0;the mighty mighty bosstones enter sandman cover;ARTIST_TITLE;UNIV;cover;2
145945;2487;0;enter sandman cover;TITLE;UNIV;cover;2
145995;2487;0;enter sandman lyrics;TITLE;INDIV;lyrics;3
146045;2487;0;the mighty mighty bosstones enter sandman karaoke;ARTIST_TITLE;UNIV;karaoke;3
146095;2487;0;enter sandman karaoke;TITLE;UNIV;karaoke;3
146145;2487;0;enter sandman virginia tech;TITLE;INDIV;virginia tech;4
146195;2487;0;the mighty mighty bosstones enter sandman reaction;ARTIST_TITLE;UNIV;reaction;4
146245;2487;0;enter sandman reaction;TITLE;UNIV;reaction;4
146295;2487;0;enter sandman drum cover;TITLE;INDIV;drum cover;5
146345;2487;0;the mighty mighty bosstones enter sandman remix;ARTIST_TITLE;UNIV;remix;5
146395;2487;0;enter sandman remix;TITLE;UNIV;remix;5
146445;2487;0;enter sandman cover;TITLE;INDIV;cover;6
146495;2487;0;the mighty mighty bosstones enter sandman piano;ARTIST_TITLE;UNIV;piano;6
146545;2487;0;enter sandman piano;TITLE;UNIV;piano;6
146595;2487;0;enter sandman guitar cover;TITLE;INDIV;guitar cover;7
146645;2487;0;the mighty mighty bosstones enter sandman instrumental;ARTIST_TITLE;UNIV;instrumental;7
146695;2487;0;enter sandman instrumental;TITLE;UNIV;instrumental;7
146745;2487;0;enter sandman reaction;TITLE;INDIV;reaction;8
